2022-05-26 18:23:01.562134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.563135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.565133:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.566135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.567134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.569128:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.569128:  insertIntoDB()::Inserted values in database Successfully
2022-05-26 18:23:29.709691:  create_database()::Create table
2022-05-26 18:23:29.710693:  establish_connection()::Establishing connection
2022-05-26 18:23:29.723701:  create_database()::Create database
2022-05-26 18:23:29.723701:  establish_connection()::Establishing connection
2022-05-26 18:23:29.735684:  create_database()::Created database Successfully
2022-05-26 18:23:29.740685:  create_database()::Error occurred in creating table. 1049 (42000): Unknown database 'prediction_data'
2022-05-26 18:23:29.741700:  insertIntoDB()::Insert values in database
2022-05-26 18:23:29.741700:  insertIntoDB()::Error occurred in inserting into table. The directory have no Files in it.
2022-05-26 18:35:39.313626:  create_database()::Create table
2022-05-26 18:35:39.313626:  establish_connection()::Establishing connection
2022-05-26 18:35:39.329614:  create_database()::Create database
2022-05-26 18:35:39.329614:  establish_connection()::Establishing connection
2022-05-26 18:35:39.342173:  create_database()::Created database Successfully
2022-05-26 18:35:39.346179:  create_database()::Error occurred in creating table. 1049 (42000): Unknown database 'prediction_data'
2022-05-26 18:35:55.153724:  insertIntoDB()::Insert values in database
2022-05-26 18:36:52.199734:  create_database()::Create table
2022-05-26 18:37:20.083412:  establish_connection()::Establishing connection
2022-05-26 18:37:43.397125:  create_database()::Create database
2022-05-26 18:37:57.039474:  establish_connection()::Establishing connection
2022-05-26 18:38:33.076752:  create_database()::Created database Successfully
2022-05-26 18:39:54.147908:  create_database()::Create table
2022-05-26 18:39:55.192141:  establish_connection()::Establishing connection
2022-05-26 18:39:58.364602:  create_database()::Create database
2022-05-26 18:40:11.628018:  establish_connection()::Establishing connection
2022-05-26 18:40:32.684967:  create_database()::Created database Successfully
2022-05-26 18:40:50.185999:  create_database()::Created table Successfully
2022-05-26 18:40:57.213870:  insertIntoDB()::Insert values in database
2022-05-26 18:41:26.505569:  establish_connection()::Establishing connection
2022-05-26 18:46:37.189221:  create_database()::Create table
2022-05-26 18:46:37.189221:  establish_connection()::Establishing connection
2022-05-26 18:46:37.202224:  create_database()::Create database
2022-05-26 18:46:37.202224:  establish_connection()::Establishing connection
2022-05-26 18:46:37.212234:  create_database()::Created database Successfully
2022-05-26 18:46:37.219635:  create_database()::Created table Successfully
2022-05-26 18:46:40.517505:  insertIntoDB()::Insert values in database
2022-05-26 18:46:46.807325:  establish_connection()::Establishing connection
2022-05-26 18:54:52.147199:  create_database()::Create table
2022-05-26 18:54:52.147199:  establish_connection()::Establishing connection
2022-05-26 18:54:52.160194:  create_database()::Create database
2022-05-26 18:54:52.160194:  establish_connection()::Establishing connection
2022-05-26 18:54:52.171188:  create_database()::Created database Successfully
2022-05-26 18:54:52.173193:  create_database()::Created table Successfully
2022-05-26 18:54:57.752193:  insertIntoDB()::Insert values in database
2022-05-26 18:55:02.549261:  establish_connection()::Establishing connection
2022-05-26 22:13:44.820815:  create_database()::Create table
2022-05-26 22:13:46.306273:  establish_connection()::Establishing connection
2022-05-26 22:13:53.063987:  create_database()::Create database
2022-05-26 22:13:53.063987:  establish_connection()::Establishing connection
2022-05-26 22:13:53.092409:  create_database()::Created database Successfully
2022-05-26 22:14:53.279718:  create_database()::Created table Successfully
2022-05-26 22:15:01.759577:  insertIntoDB()::Insert values in database
2022-05-26 22:16:17.113376:  establish_connection()::Establishing connection
2022-05-26 22:17:46.333521:  insertIntoDB()::Inserted values in database Successfully
2022-05-26 22:20:35.874794:  create_database()::Create table
2022-05-26 22:20:35.874794:  establish_connection()::Establishing connection
2022-05-26 22:20:35.882795:  create_database()::Create database
2022-05-26 22:20:35.890809:  establish_connection()::Establishing connection
2022-05-26 22:20:35.902580:  create_database()::Created database Successfully
2022-05-26 22:20:35.942635:  create_database()::Created table Successfully
2022-05-26 22:20:38.929855:  insertIntoDB()::Insert values in database
2022-05-26 22:20:38.929855:  establish_connection()::Establishing connection
2022-05-26 22:20:39.332800:  insertIntoDB()::Inserted values in database Successfully
2022-05-26 22:20:50.809758:  select_and_create_input()::csv creation started
2022-05-26 22:23:48.330257:  create_database()::Create table
2022-05-26 22:23:48.330257:  establish_connection()::Establishing connection
2022-05-26 22:23:48.354485:  create_database()::Create database
2022-05-26 22:23:48.354485:  establish_connection()::Establishing connection
2022-05-26 22:23:48.378476:  create_database()::Created database Successfully
2022-05-26 22:23:48.426483:  create_database()::Created table Successfully
2022-05-26 22:23:49.035829:  insertIntoDB()::Insert values in database
2022-05-26 22:23:49.037870:  establish_connection()::Establishing connection
2022-05-26 22:23:49.476471:  insertIntoDB()::Inserted values in database Successfully
2022-05-26 22:23:53.497697:  select_and_create_input()::csv creation started
2022-05-26 22:24:01.264185:  establish_connection()::Establishing connection
2022-05-26 22:25:12.213298:  select_and_create_input()::Created Final input file Successfully
2022-05-26 22:27:06.996008:  create_database()::Create table
2022-05-26 22:27:06.996008:  establish_connection()::Establishing connection
2022-05-26 22:27:07.011727:  create_database()::Create database
2022-05-26 22:27:07.011727:  establish_connection()::Establishing connection
